code,name,period,hold_ratio,hold_ratio_change,n_funds
000603,盛达资源,2026-06-30,47.7647,1.1303,206
000605,渤海股份,2025-12-31,45.4112,1.8404,52
000605,渤海股份,2026-03-31,44.4654,-0.9458,2
000605,渤海股份,2026-06-30,47.4844,3.0190,89
000607,华媒控股,2025-12-31,47.8365,1.2627,27
000607,华媒控股,2026-03-31,47.2570,-0.5795,1
000607,华媒控股,2026-06-30,48.0063,0.7493,44
000608,阳光股份,2025-12-31,22.3584,-10.0602,0
000608,阳光股份,2026-06-30,1.5816,,6
000609,*ST中迪,2025-12-31,25.5212,-0.1139,0
000609,*ST中迪,2026-03-31,25.0452,-0.4760,0
000609,*ST中迪,2026-06-30,24.4725,-0.5727,0
000610,*ST西旅,2025-12-31,34.9189,0.4555,9
000610,*ST西旅,2026-03-31,32.6855,-2.2334,2
000610,*ST西旅,2026-06-30,30.7429,-1.9426,0
000612,焦作万方,2025-12-31,38.2566,3.0424,168
000612,焦作万方,2026-03-31,30.9692,-7.2874,7
000612,焦作万方,2026-06-30,30.7680,-0.2012,172
000615,*ST美谷,2025-12-31,40.5031,6.1685,0
000615,*ST美谷,2026-03-31,37.9835,-2.5196,0
000615,*ST美谷,2026-06-30,36.3846,-1.5989,0
000617,中油资本,2025-12-31,83.8083,0.5381,331
000617,中油资本,2026-03-31,82.6114,-1.1969,11
000617,中油资本,2026-06-30,82.9765,0.3651,346
000619,海螺新材,2025-12-31,39.0266,3.0230,49
000619,海螺新材,2026-03-31,37.0122,-2.0144,0
000619,海螺新材,2026-06-30,38.9582,1.9460,80
000620,盈新发展,2025-12-31,51.6383,-9.8426,17
000620,盈新发展,2026-03-31,47.2313,-4.4070,0
000620,盈新发展,2026-06-30,42.1899,-5.0414,18
000623,吉林敖东,2025-12-31,40.3361,2.9000,314
000623,吉林敖东,2026-03-31,36.1418,-4.1943,12
000623,吉林敖东,2026-06-30,37.9956,1.8538,287
000625,长安汽车,2025-12-31,56.7152,1.3104,385
000625,长安汽车,2026-03-31,51.4396,-5.2756,21
000625,长安汽车,2026-06-30,48.7404,-2.6992,363
000626,远大控股,2025-12-31,60.1504,0.9975,31
000626,远大控股,2026-03-31,60.0752,-0.0752,0
000626,远大控股,2026-06-30,59.7882,-0.2870,25
000628,高新发展,2025-12-31,19.1748,-0.0109,31
000628,高新发展,2026-03-31,16.8398,-2.3350,0
000628,高新发展,2026-06-30,21.9627,5.1229,61
000629,钒钛股份,2025-12-31,61.3968,2.3486,194
000629,钒钛股份,2026-03-31,58.7375,-2.6593,2
000629,钒钛股份,2026-06-30,59.7075,0.9700,205
000630,铜陵有色,2025-12-31,54.9691,5.7835,587
000630,铜陵有色,2026-03-31,43.3283,-11.6408,27
000630,铜陵有色,2026-06-30,46.1138,2.7855,568
000631,顺发恒能,2025-12-31,73.0493,-0.1787,7
000631,顺发恒能,2026-03-31,76.4713,3.4220,3
000631,顺发恒能,2026-06-30,74.4006,-2.0707,10
000632,ST三木,2025-12-31,23.9024,0.6401,10
000632,ST三木,2026-03-31,25.0300,1.1276,4
000632,ST三木,2026-06-30,23.2300,-1.8000,0
000633,合金投资,2025-12-31,25.8252,-0.9642,8
000633,合金投资,2026-03-31,27.4802,1.6550,0
000633,合金投资,2026-06-30,28.2905,0.8103,45
000635,英力特,2025-12-31,53.6167,1.5879,35
000635,英力特,2026-03-31,47.0602,-6.5565,3
000635,英力特,2026-06-30,49.3453,2.2851,26
000636,风华高科,2025-12-31,44.1881,2.3280,76
000636,风华高科,2026-03-31,37.6708,-6.5173,7
000636,风华高科,2026-06-30,49.9576,12.2868,450
000637,茂化实华,2025-12-31,25.9292,3.6716,26
000637,茂化实华,2026-03-31,26.0020,0.0728,0
000637,茂化实华,2026-06-30,25.7408,-0.2612,44
000639,ST西王,2025-12-31,30.3782,-1.2703,34
000639,ST西王,2026-03-31,28.4581,-1.9201,1
000639,ST西王,2026-06-30,27.6473,-0.8108,1
000650,仁和药业,2025-12-31,30.0602,0.8528,115
000650,仁和药业,2026-03-31,27.8633,-2.1969,4
000650,仁和药业,2026-06-30,28.5411,0.6778,104
000651,格力电器,2025-12-31,46.5162,3.2400,1015
000651,格力电器,2026-03-31,41.8816,-4.6346,256
000651,格力电器,2026-06-30,42.7604,0.8788,1085
000652,泰达股份,2025-12-31,36.9037,-0.1147,12
000652,泰达股份,2026-03-31,36.8308,-0.0729,0
000652,泰达股份,2026-06-30,34.0353,-2.7955,14
000655,金岭矿业,2025-12-31,62.6913,0.6412,38
000655,金岭矿业,2026-03-31,62.1399,-0.5514,1
000655,金岭矿业,2026-06-30,62.4739,0.3340,37
000656,金科股份,2025-12-31,30.2234,-6.8178,0
000656,金科股份,2026-03-31,28.2141,-2.0093,0
000656,金科股份,2026-06-30,24.8227,-3.3914,0
000657,中钨高新,2025-12-31,59.9121,3.5264,514
000657,中钨高新,2026-03-31,53.1496,-6.7625,73
000657,中钨高新,2026-06-30,63.2754,10.1258,1035
000659,珠海中富,2025-12-31,17.0694,0.1130,11
000659,珠海中富,2026-03-31,16.1385,-0.9309,0
000659,珠海中富,2026-06-30,16.1243,-0.0142,8
000661,长春高新,2025-12-31,35.8227,1.9915,384
000661,长春高新,2026-03-31,29.8633,-5.9594,31
000661,长春高新,2026-06-30,29.4163,-0.4470,286
000663,永安林业,2025-12-31,32.2919,2.5520,10
000663,永安林业,2026-03-31,33.0196,0.7277,1
000663,永安林业,2026-06-30,35.3096,2.2900,40
000665,湖北广电,2025-12-31,44.9389,0.0013,7
000665,湖北广电,2026-03-31,44.9376,-0.0013,0
000665,湖北广电,2026-06-30,43.9376,-1.0000,1
000668,荣丰控股,2025-12-31,40.9078,0.0000,0
000668,荣丰控股,2026-03-31,40.9078,0.0000,0
000668,荣丰控股,2026-06-30,41.7707,0.8629,4
000669,ST金鸿,2025-12-31,24.6530,-3.4011,0
000669,ST金鸿,2026-03-31,23.6904,-0.9626,0
000669,ST金鸿,2026-06-30,23.6904,0.0000,0
000670,盈方微,2025-12-31,22.2523,-1.7200,13
000670,盈方微,2026-03-31,20.1568,-2.0955,0
000670,盈方微,2026-06-30,20.2030,0.0462,7
000672,上峰材料,2025-12-31,68.2988,5.4752,192
000672,上峰材料,2026-03-31,61.8487,-6.4501,11
000672,上峰材料,2026-06-30,65.5233,3.6746,213
000676,智度股份,2025-12-31,27.8724,0.2555,35
000676,智度股份,2026-03-31,26.3642,-1.5082,1
000676,智度股份,2026-06-30,28.0941,1.7299,79
000677,ST海龙,2025-12-31,30.4351,-3.2116,8
000677,ST海龙,2026-03-31,27.9261,-2.5090,0
000677,ST海龙,2026-06-30,28.1918,0.2657,0
000678,襄阳轴承,2025-12-31,46.2267,0.5054,2
000678,襄阳轴承,2026-03-31,45.7690,-0.4577,0
000678,襄阳轴承,2026-06-30,46.9331,1.1641,4
000679,大连友谊,2025-12-31,31.4001,0.0006,3
000679,大连友谊,2026-03-31,31.3995,-0.0006,0
000679,大连友谊,2026-06-30,31.9632,0.5637,23
000680,山推股份,2025-12-31,56.1794,11.6426,281
000680,山推股份,2026-03-31,46.1119,-10.0675,32
000680,山推股份,2026-06-30,54.2275,8.1156,260
000681,视觉中国,2025-12-31,5.3311,1.6421,71
000681,视觉中国,2026-03-31,2.9450,-2.3861,5
000681,视觉中国,2026-06-30,2.8280,-0.1170,94
000682,东方电子,2025-12-31,53.9860,2.7131,120
000682,东方电子,2026-03-31,51.3691,-2.6169,4
000682,东方电子,2026-06-30,49.9042,-1.4649,129
000683,博源化工,2025-12-31,49.0417,8.4633,506
000683,博源化工,2026-03-31,42.1389,-6.9028,44
000683,博源化工,2026-06-30,45.9141,3.7752,468
000685,中山公用,2025-12-31,59.3785,-0.4812,78
000685,中山公用,2026-03-31,56.9997,-2.3788,3
000685,中山公用,2026-06-30,57.1012,0.1015,179
000686,东北证券,2025-12-31,55.9998,3.7794,129
000686,东北证券,2026-03-31,51.1311,-4.8687,4
000686,东北证券,2026-06-30,52.0419,0.9108,125
000688,国城矿业,2025-12-31,83.4517,5.5556,278
000688,国城矿业,2026-03-31,75.7721,-7.6796,81
000688,国城矿业,2026-06-30,77.7186,1.9465,344
000690,宝新能源,2025-12-31,29.1602,3.6145,111
000690,宝新能源,2026-03-31,22.3803,-6.7799,3
000690,宝新能源,2026-06-30,27.6954,5.3151,134
000691,亚太实业,2025-12-31,16.3986,-2.6400,0
000691,亚太实业,2026-03-31,15.3685,-1.0301,0
000691,亚太实业,2026-06-30,16.0914,0.7229,1
000692,惠天热电,2025-12-31,30.0494,-0.9652,11
000692,惠天热电,2026-03-31,31.2897,1.2403,1
000692,惠天热电,2026-06-30,31.7342,0.4445,26
000695,滨海能源,2025-12-31,31.3828,1.1850,13
000695,滨海能源,2026-03-31,30.9257,-0.4571,0
000695,滨海能源,2026-06-30,39.0879,8.1622,30
000697,炼石航空,2025-12-31,43.4465,18.0707,1
000697,炼石航空,2026-03-31,43.4915,0.0450,1
000697,炼石航空,2026-06-30,42.3206,-1.1709,20
000698,ST沈化,2025-12-31,45.3202,-0.7250,1
000698,ST沈化,2026-03-31,46.2329,0.9127,0
000698,ST沈化,2026-06-30,44.9673,-1.2656,0
000700,模塑科技,2025-12-31,48.6300,2.7166,110
000700,模塑科技,2026-03-31,44.8567,-3.7733,20
000700,模塑科技,2026-06-30,45.8734,1.0167,103
000701,厦门信达,2025-12-31,42.5210,0.9973,15
000701,厦门信达,2026-03-31,42.1852,-0.3358,2
000701,厦门信达,2026-06-30,42.1850,-0.0002,44
000702,正虹科技,2025-12-31,28.6859,3.5513,39
000702,正虹科技,2026-03-31,29.0073,0.3214,5
000702,正虹科技,2026-06-30,29.0344,0.0271,51
000703,恒逸石化,2025-12-31,76.6462,8.7989,278
000703,恒逸石化,2026-03-31,70.5651,-6.0811,53
000703,恒逸石化,2026-06-30,71.6599,1.0948,529
000705,浙江震元,2025-12-31,12.3851,0.7948,19
000705,浙江震元,2026-03-31,11.6717,-0.7134,1
000705,浙江震元,2026-06-30,14.0350,2.3633,39
000707,双环科技,2025-12-31,27.0590,1.2646,35
000707,双环科技,2026-03-31,25.3381,-1.7209,5
000707,双环科技,2026-06-30,24.1103,-1.2278,16
000708,中信特钢,2025-12-31,91.3474,3.9702,754
000708,中信特钢,2026-03-31,88.6391,-2.7083,46
000708,中信特钢,2026-06-30,90.8063,2.1672,589
000709,河钢股份,2025-12-31,68.0982,0.6569,172
000709,河钢股份,2026-03-31,66.1029,-1.9953,3
000709,河钢股份,2026-06-30,66.5041,0.4012,181
000710,贝瑞基因,2025-12-31,24.8419,0.4898,22
000710,贝瑞基因,2026-03-31,24.5735,-0.2684,1
000710,贝瑞基因,2026-06-30,24.9109,0.3374,26
000711,京蓝科技,2025-12-31,23.2223,-5.4629,0
000711,京蓝科技,2026-03-31,14.9844,-8.2379,0
000711,京蓝科技,2026-06-30,9.2104,-5.7740,1
000712,锦龙股份,2025-12-31,25.3185,-1.0434,50
000712,锦龙股份,2026-03-31,21.6591,-3.6594,3
000712,锦龙股份,2026-06-30,26.4476,4.7885,59
000713,国投丰乐,2025-12-31,30.5703,1.3295,29
000713,国投丰乐,2026-03-31,29.8473,-0.7230,1
000713,国投丰乐,2026-06-30,30.0692,0.2219,10
000715,中兴商业,2025-12-31,33.8902,1.4459,17
000715,中兴商业,2026-03-31,34.2899,0.3997,0
000715,中兴商业,2026-06-30,35.1084,0.8185,24
000716,黑芝麻,2025-12-31,31.1786,0.2366,9
000716,黑芝麻,2026-03-31,29.9492,-1.2294,0
000716,黑芝麻,2026-06-30,30.2923,0.3431,6
000717,中南股份,2025-12-31,56.1066,0.3343,73
000717,中南股份,2026-03-31,55.3400,-0.7666,1
000717,中南股份,2026-06-30,54.8019,-0.5381,29
000718,苏宁环球,2025-12-31,33.1027,0.7822,20
000718,苏宁环球,2026-03-31,31.7721,-1.3306,0
000718,苏宁环球,2026-06-30,30.9791,-0.7930,7
000719,中原传媒,2025-12-31,72.4444,2.9364,240
000719,中原传媒,2026-03-31,66.3538,-6.0906,23
000719,中原传媒,2026-06-30,76.0578,9.7040,204
000720,新能泰山,2025-12-31,42.9149,-4.0664,9
000720,新能泰山,2026-03-31,43.4077,0.4928,0
000720,新能泰山,2026-06-30,43.8670,0.4593,6
000721,西安饮食,2025-12-31,36.9269,0.0196,5
000721,西安饮食,2026-03-31,37.2593,0.3324,1
000721,西安饮食,2026-06-30,37.1414,-0.1179,2
000722,湖南发展,2025-12-31,54.7317,0.3997,18
000722,湖南发展,2026-03-31,54.8630,0.1313,1
000722,湖南发展,2026-06-30,54.4139,-0.4491,11
000723,美锦能源,2025-12-31,43.8221,-0.9285,93
000723,美锦能源,2026-03-31,42.4747,-1.3474,5
000723,美锦能源,2026-06-30,43.0796,0.6049,80
000725,京东方A,2025-12-31,35.4191,3.2422,947
000725,京东方A,2026-03-31,29.1268,-6.2923,154
000725,京东方A,2026-06-30,31.8522,2.7254,1256
000726,鲁泰A,2025-12-31,32.1812,-0.7029,111
000726,鲁泰A,2026-03-31,29.9395,-2.2417,0
000726,鲁泰A,2026-06-30,28.6306,-1.3089,23
000727,冠捷科技,2025-12-31,49.4290,0.3042,30
000727,冠捷科技,2026-03-31,47.9576,-1.4714,1
000727,冠捷科技,2026-06-30,49.2892,1.3316,29
000728,国元证券,2025-12-31,63.4150,3.6617,219
000728,国元证券,2026-03-31,58.9123,-4.5027,6
000728,国元证券,2026-06-30,60.8348,1.9225,187
000729,燕京啤酒,2025-12-31,72.3361,4.9096,444
000729,燕京啤酒,2026-03-31,67.2391,-5.0970,81
000729,燕京啤酒,2026-06-30,69.0606,1.8215,431
000731,四川美丰,2025-12-31,20.7961,3.1916,35
000731,四川美丰,2026-03-31,20.7011,-0.0950,3
000731,四川美丰,2026-06-30,22.3262,1.6251,20
000733,振华科技,2025-12-31,48.5824,3.6709,475
000733,振华科技,2026-03-31,39.6166,-8.9658,9
000733,振华科技,2026-06-30,43.1349,3.5183,321
000735,罗牛山,2025-12-31,25.0803,0.2824,17
000735,罗牛山,2026-03-31,24.6131,-0.4672,1
000735,罗牛山,2026-06-30,24.9456,0.3325,29
000736,中交发展,2025-12-31,55.7350,0.0000,0
000736,中交发展,2026-03-31,57.2655,1.5305,0
000736,中交发展,2026-06-30,56.9978,-0.2677,0
000737,北方铜业,2025-12-31,62.7318,1.8759,63
000737,北方铜业,2026-03-31,60.2922,-2.4396,4
000737,北方铜业,2026-06-30,60.9036,0.6114,139
000738,航发控制,2025-12-31,64.4304,4.1136,283
000738,航发控制,2026-03-31,58.8798,-5.5506,8
000738,航发控制,2026-06-30,61.4338,2.5540,267
000739,普洛药业,2025-12-31,68.6152,5.5862,215
000739,普洛药业,2026-03-31,65.2895,-3.3257,22
000739,普洛药业,2026-06-30,71.1685,5.8790,248
000750,国海证券,2025-12-31,45.2680,3.3992,169
000750,国海证券,2026-03-31,41.8738,-3.3942,3
000750,国海证券,2026-06-30,44.5266,2.6528,161
000751,锌业股份,2025-12-31,26.1665,0.8804,27
000751,锌业股份,2026-03-31,27.6693,1.5028,0
000751,锌业股份,2026-06-30,26.7943,-0.8750,26
000752,*ST西发,2025-12-31,18.8375,0.0000,0
000752,*ST西发,2026-03-31,18.8375,0.0000,0
000752,*ST西发,2026-06-30,18.8375,0.0000,0
000753,漳州发展,2025-12-31,40.9622,-0.3245,11
000753,漳州发展,2026-03-31,40.3767,-0.5855,0
000753,漳州发展,2026-06-30,41.4302,1.0535,24
000755,山西高速,2025-12-31,80.1417,0.3985,32
000755,山西高速,2026-03-31,80.2471,0.1054,0
000755,山西高速,2026-06-30,80.6800,0.4329,13
000756,新华制药,2025-12-31,51.0094,0.1251,20
000756,新华制药,2026-03-31,49.3985,-1.6109,1
000756,新华制药,2026-06-30,49.1530,-0.2455,12
000757,浩物股份,2025-12-31,36.7302,0.5772,43
000757,浩物股份,2026-03-31,34.5165,-2.2137,1
000757,浩物股份,2026-06-30,37.0869,2.5704,66
000758,中色股份,2025-12-31,40.1832,0.4522,73
000758,中色股份,2026-03-31,39.6408,-0.5424,4
000758,中色股份,2026-06-30,40.1132,0.4724,73
000759,中百集团,2025-12-31,39.1995,1.3462,4
000759,中百集团,2026-03-31,39.5408,0.3413,0
000759,中百集团,2026-06-30,40.5519,1.0111,2
000761,本钢板材,2025-12-31,86.2497,1.0877,71
000761,本钢板材,2026-03-31,85.2772,-0.9725,4
000761,本钢板材,2026-06-30,85.4675,0.1903,28
000762,西藏矿业,2025-12-31,27.5687,2.9151,87
000762,西藏矿业,2026-03-31,25.9216,-1.6471,6
000762,西藏矿业,2026-06-30,27.4245,1.5029,95
000766,通化金马,2025-12-31,12.2129,2.1111,55
000766,通化金马,2026-03-31,10.2523,-1.9606,3
000766,通化金马,2026-06-30,10.1633,-0.0890,56
000767,晋控电力,2025-12-31,58.2668,-0.4856,74
000767,晋控电力,2026-03-31,53.6480,-4.6188,2
000767,晋控电力,2026-06-30,48.3513,-5.2967,38
000768,中航西飞,2025-12-31,67.3681,1.6591,455
000768,中航西飞,2026-03-31,61.7237,-5.6444,38
000768,中航西飞,2026-06-30,60.0838,-1.6399,324
000776,广发证券,2025-12-31,67.7827,-1.9606,725
000776,广发证券,2026-03-31,63.7292,-4.0535,77
000776,广发证券,2026-06-30,66.1037,2.3745,839
000777,中核科技,2025-12-31,30.0658,2.4689,21
000777,中核科技,2026-03-31,27.7474,-2.3184,1
000777,中核科技,2026-06-30,28.0521,0.3047,7
000778,新兴铸管,2025-12-31,47.7302,2.1670,172
000778,新兴铸管,2026-03-31,45.9549,-1.7753,21
000778,新兴铸管,2026-06-30,46.1456,0.1907,101
000779,甘咨询,2025-12-31,51.7086,-1.0127,16
000779,甘咨询,2026-03-31,51.9102,0.2016,0
000779,甘咨询,2026-06-30,52.2792,0.3690,37
000782,恒申新材,2025-12-31,14.9036,1.2810,15
000782,恒申新材,2026-03-31,19.5179,4.6143,1
000782,恒申新材,2026-06-30,18.0527,-1.4652,21
000783,长江证券,2025-12-31,59.3951,5.3377,370
000783,长江证券,2026-03-31,54.6809,-4.7142,7
000783,长江证券,2026-06-30,58.8240,4.1431,361
000785,居然智家,2025-12-31,76.7533,2.8969,77
000785,居然智家,2026-03-31,75.4120,-1.3413,0
000785,居然智家,2026-06-30,71.1424,-4.2696,57
000786,北新建材,2025-12-31,65.4340,2.8703,486
000786,北新建材,2026-03-31,56.6858,-8.7482,64
000786,北新建材,2026-06-30,61.9858,5.3000,505
000788,北大医药,2025-12-31,34.2950,-0.6533,11
000788,北大医药,2026-03-31,34.2507,-0.0443,1
000788,北大医药,2026-06-30,32.1029,-2.1478,29
000789,万年青,2025-12-31,50.5880,0.3658,23
000789,万年青,2026-03-31,50.2251,-0.3629,1
000789,万年青,2026-06-30,50.0853,-0.1398,10
000790,华神科技,2025-12-31,19.8533,0.7736,30
000790,华神科技,2026-03-31,21.5591,1.7058,3
000790,华神科技,2026-06-30,23.2962,1.7371,43
000791,甘肃能源,2025-12-31,70.9167,2.7512,176
000791,甘肃能源,2026-03-31,63.7958,-7.1209,4
000791,甘肃能源,2026-06-30,64.1892,0.3934,85
000792,盐湖股份,2025-12-31,58.1895,6.7875,1097
000792,盐湖股份,2026-03-31,54.4425,-3.7470,301
000792,盐湖股份,2026-06-30,53.2257,-1.2168,953
000793,ST华闻,2025-12-31,27.9268,0.0000,1
000793,ST华闻,2026-03-31,27.9268,0.0000,1
000793,ST华闻,2026-06-30,46.9599,19.0331,1
000795,英洛华,2025-12-31,52.4753,0.1914,46
000795,英洛华,2026-03-31,51.3686,-1.1067,9
000795,英洛华,2026-06-30,51.9767,0.6081,38
000796,凯撒旅业,2025-12-31,28.1420,-0.4935,3
000796,凯撒旅业,2026-03-31,28.5964,0.4544,0
000796,凯撒旅业,2026-06-30,28.4583,-0.1381,11
000797,中国武夷,2025-12-31,56.6636,-0.8686,18
000797,中国武夷,2026-03-31,56.3058,-0.3578,1
000797,中国武夷,2026-06-30,56.9149,0.6091,23
000798,中水渔业,2025-12-31,55.3478,-3.3442,17
000798,中水渔业,2026-03-31,55.3658,0.0180,0
000798,中水渔业,2026-06-30,56.4051,1.0393,41
000799,酒鬼酒,2025-12-31,42.7816,1.7452,102
000799,酒鬼酒,2026-03-31,40.2317,-2.5499,9
000799,酒鬼酒,2026-06-30,40.9700,0.7383,55
000800,一汽解放,2025-12-31,81.5652,-0.2926,124
000800,一汽解放,2026-03-31,80.9614,-0.6038,2
000800,一汽解放,2026-06-30,81.7155,0.7541,191
000801,四川九洲,2025-12-31,56.0125,2.6020,88
000801,四川九洲,2026-03-31,52.4326,-3.5799,5
000801,四川九洲,2026-06-30,54.6058,2.1732,104
000802,北京文化,2025-12-31,23.4038,-1.8678,8
000802,北京文化,2026-03-31,23.4049,0.0011,0
000802,北京文化,2026-06-30,25.6650,2.2601,24
000803,山高环能,2025-12-31,52.6426,9.1965,71
000803,山高环能,2026-03-31,45.7399,-6.9027,22
000803,山高环能,2026-06-30,51.5697,5.8298,101
000807,云铝股份,2025-12-31,66.6093,5.9528,1055
000807,云铝股份,2026-03-31,59.1604,-7.4489,189
000807,云铝股份,2026-06-30,60.5415,1.3811,1001
000809,和展能源,2025-12-31,35.5565,0.0496,6
000809,和展能源,2026-03-31,36.0090,0.4525,0
000809,和展能源,2026-06-30,35.2903,-0.7187,17
000810,创维数字,2025-12-31,59.6247,1.6632,88
000810,创维数字,2026-03-31,57.9193,-1.7054,7
000810,创维数字,2026-06-30,61.6043,3.6850,234
000811,冰轮环境,2025-12-31,54.8646,7.1530,281
000811,冰轮环境,2026-03-31,51.1777,-3.6869,21
000811,冰轮环境,2026-06-30,63.9352,12.7575,443
000812,陕西金叶,2025-12-31,27.6806,0.4345,22
000812,陕西金叶,2026-03-31,23.8571,-3.8235,2
000812,陕西金叶,2026-06-30,24.6099,0.7528,34
000813,德展健康,2025-12-31,35.7550,1.3084,28
000813,德展健康,2026-03-31,35.1324,-0.6226,0
000813,德展健康,2026-06-30,31.1217,-4.0107,36
000815,美利云,2025-12-31,35.1019,0.0227,17
000815,美利云,2026-03-31,39.7966,4.6947,0
000815,美利云,2026-06-30,35.3094,-4.4872,15
000816,智慧农业,2025-12-31,26.5610,0.8233,6
000816,智慧农业,2026-03-31,25.6827,-0.8783,0
000816,智慧农业,2026-06-30,26.2763,0.5936,6
000818,航锦科技,2025-12-31,33.1533,1.1138,90
000818,航锦科技,2026-03-31,31.5312,-1.6221,4
000818,航锦科技,2026-06-30,30.7560,-0.7752,17
000819,岳阳兴长,2025-12-31,37.8404,-2.4032,22
000819,岳阳兴长,2026-03-31,36.7824,-1.0580,0
000819,岳阳兴长,2026-06-30,34.8453,-1.9371,30
000820,神雾节能,2025-12-31,4.0569,0.0000,0
000820,神雾节能,2026-03-31,4.0569,0.0000,0
000820,神雾节能,2026-06-30,4.0569,0.0000,0
000821,ST京机,2025-12-31,27.3298,1.7815,51
000821,ST京机,2026-03-31,23.2131,-4.1167,1
000821,ST京机,2026-06-30,22.9870,-0.2261,3
000822,山东海化,2025-12-31,41.6027,0.6119,34
000822,山东海化,2026-03-31,42.8248,1.2221,1
000822,山东海化,2026-06-30,41.9101,-0.9147,31
000823,超声电子,2025-12-31,38.4836,1.4183,87
000823,超声电子,2026-03-31,36.0337,-2.4499,0
